iter	RMSE
774	3.372092993
775	3.368303935
776	3.368083408
777	3.36768256
778	3.367470226
779	3.366595921
780	3.364239169
781	3.361523532
782	3.360600082
783	3.359441421
784	3.358891002
785	3.358004221
786	3.355564316
787	3.35321099
788	3.35196845
789	3.350472249
790	3.347282284
791	3.346676114
792	3.344796226
793	3.344004943
794	3.343214886
795	3.341808553
796	3.341236292
797	3.340781703
798	3.338967235
799	3.337622003
800	3.335425614
801	3.333475216
802	3.333301388
803	3.331608612
804	3.33151523
805	3.330394033
806	3.328889314
807	3.327772522
808	3.326345055
809	3.325219604
810	3.323128439
811	3.319972366
812	3.319494151
813	3.317818331
814	3.315919557
815	3.311413861
816	3.306891981
817	3.306848582
818	3.306311141
819	3.304798267
820	3.30089369
821	3.298051405
822	3.297147916
823	3.29361423
824	3.291008787
825	3.288003072
826	3.287017231
827	3.283409474
828	3.28072368
829	3.279510251
830	3.277373676
831	3.277138957
832	3.27593057
833	3.274415186
834	3.27418694
835	3.271728495
836	3.270392089
837	3.268076488
838	3.266352207
839	3.263008531
840	3.262814255
841	3.261714246
842	3.260142879
843	3.258450215
844	3.254602235
845	3.254113633
846	3.253627865
847	3.251972268
848	3.250366005
849	3.248949122
850	3.246122032
851	3.245137613
852	3.242880226
853	3.2392851
854	3.239186309
855	3.237237954
856	3.236246417
857	3.235257489
858	3.232944515
859	3.230916965
860	3.228834935
861	3.227225509
862	3.226348819
863	3.225581844
864	3.222695189
865	3.221274566
866	3.218542236
867	3.217942846
868	3.217656366
869	3.214828583
870	3.213962745
871	3.213613661
872	3.212586452
873	3.21085183
874	3.209872951
875	3.206685509
876	3.204570144
877	3.203039927
878	3.200267596
879	3.199694665
880	3.198920682
881	3.198267537
882	3.197132803
883	3.195509389
884	3.195441198
885	3.193659352
886	3.193441346
887	3.190145679
888	3.188587039
889	3.187388407
890	3.186221119
891	3.182955088
892	3.182487808
893	3.181816148
894	3.180713297
895	3.179774352
896	3.178955496
897	3.177578669
898	3.177456986
899	3.17678486
900	3.175718069
901	3.174336746
902	3.173149244
903	3.169508625
904	3.167349949
905	3.165242796
906	3.164907651
907	3.162392334
908	3.161354857
909	3.158392251
910	3.157058743
911	3.156424529
912	3.154187889
913	3.152744507
914	3.152633915
915	3.151842853
916	3.149130886
917	3.147040331
918	3.146022954
919	3.145955782
920	3.145015877
921	3.144202337
922	3.143876598
923	3.142780928
924	3.141744202
925	3.14085332
926	3.138037653
927	3.136746007
928	3.13408197
929	3.133207412
930	3.132026822
931	3.129209716
932	3.128684643
933	3.126897385
934	3.124089267
935	3.124006279
936	3.121412748
937	3.120621838
938	3.119412032
939	3.117738983
940	3.116789344
941	3.114575148
942	3.113510846
943	3.112721534
944	3.111574674
945	3.110105761
946	3.108855412
947	3.108358935
948	3.105907486
949	3.105430483
950	3.102991176
951	3.101965289
952	3.099856556
953	3.099370319
954	3.097686367
955	3.096494737
956	3.095875797
957	3.09574209
958	3.09461945
959	3.092864234
960	3.092455975
961	3.089101295
962	3.087575329
963	3.084265439
964	3.083175107
965	3.082248552
966	3.080077531
967	3.077760115
968	3.075565844
969	3.074534681
970	3.07214125
971	3.069445951
972	3.067413756
973	3.067326842
974	3.065755067
975	3.064484401
976	3.063224446
977	3.059511403
978	3.056156586
979	3.054898898
980	3.054094493
981	3.054049392
982	3.051480038
983	3.050580657
984	3.048653849
985	3.048308949
986	3.047867362
987	3.045446777
988	3.043772111
989	3.039747627
990	3.037696221
991	3.036804992
992	3.035513277
993	3.033277247
994	3.03171788
995	3.031503484
996	3.028319844
997	3.027731394
998	3.026393744
999	3.024759386
